,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,Label
0,0.5175671577453613,0.2435917854309082,-0.4492969810962677,0.5344951748847961,0.1969280242919922,-0.4181462824344635,0.5449851751327515,0.19717657566070557,-0.41777899861335754,0.5556219220161438,0.1985759735107422,-0.41737011075019836,0.49659913778305054,0.20339035987854004,-0.4119385778903961,0.4846677780151367,0.20803296566009521,-0.4116658866405487,0.47358906269073486,0.21303009986877441,-0.4119557738304138,0.5720629096031189,0.23012614250183105,-0.21535180509090424,0.464368611574173,0.25353682041168213,-0.18566425144672394,0.5463228821754456,0.3057977557182312,-0.3789362609386444,0.49896854162216187,0.31686311960220337,-0.3706672787666321,0.6791381239891052,0.5530082583427429,-0.08561479300260544,0.3916662335395813,0.585766077041626,-0.07617735862731934,0.7580708265304565,0.9499796628952026,-0.3692433536052704,0.3067663013935089,0.9613010883331299,-0.4173976182937622,0.7749372124671936,0.6475906372070312,-0.8321455121040344,0.28900858759880066,0.6831005215644836,-1.026504635810852,0.7924254536628723,0.5432500839233398,-0.9056645631790161,0.27672499418258667,0.5859180092811584,-1.1161917448043823,0.781107485294342,0.5028479099273682,-0.8572586178779602,0.2962702512741089,0.53987056016922,-1.0770986080169678,0.7704036235809326,0.5387019515037537,-0.8266958594322205,0.30721479654312134,0.5816212892532349,-1.0299586057662964,0.6549739241600037,1.2326971292495728,-0.00671387417241931,0.4561859965324402,1.244429588317871,0.010594253428280354,0.6542720198631287,1.735316276550293,-0.05552982911467552,0.4571530222892761,1.7591395378112793,0.15144649147987366,0.6521822214126587,2.1923470497131348,0.23626436293125153,0.4596419036388397,2.2013113498687744,0.49300965666770935,0.6599220037460327,2.2559545040130615,0.2439277470111847,0.4526931345462799,2.2618448734283447,0.5157814621925354,0.6239395141601562,2.3450045585632324,-0.08635007590055466,0.4927433431148529,2.362197160720825,0.1792963594198227,0.0
1,0.5070196390151978,0.24358639121055603,-0.4431208074092865,0.524371862411499,0.1960909217596054,-0.41300949454307556,0.5376636981964111,0.1961032897233963,-0.41266921162605286,0.550258994102478,0.19729192554950714,-0.4122004508972168,0.48666009306907654,0.20328320562839508,-0.4049842953681946,0.47632989287376404,0.20796246826648712,-0.40461722016334534,0.46670740842819214,0.21300217509269714,-0.40487924218177795,0.5680561661720276,0.22957393527030945,-0.2108786404132843,0.4587787985801697,0.25363269448280334,-0.1734001785516739,0.5391358733177185,0.3055073618888855,-0.37293750047683716,0.48887965083122253,0.31593114137649536,-0.36267444491386414,0.6793737411499023,0.5563309192657471,-0.08512070775032043,0.3865266740322113,0.5855296850204468,-0.04905210807919502,0.7593120336532593,0.9730474352836609,-0.36442941427230835,0.3056820333003998,0.9594891667366028,-0.3518775403499603,0.7748975157737732,0.6579611301422119,-0.7976245284080505,0.2779203951358795,0.6949006915092468,-0.9619123935699463,0.7900083065032959,0.5480430722236633,-0.8630680441856384,0.25085365772247314,0.5929815173149109,-1.0468738079071045,0.7797971963882446,0.5055879950523376,-0.8130717873573303,0.27685070037841797,0.5498737096786499,-1.0161961317062378,0.7671512365341187,0.543533444404602,-0.790421187877655,0.294046014547348,0.5870218276977539,-0.9714535474777222,0.6542720198631287,1.26522696018219,-0.009876885451376438,0.45085960626602173,1.2736797332763672,0.013914979062974453,0.6496355533599854,1.800279974937439,-0.04231075942516327,0.4503794312477112,1.822123646736145,0.14421291649341583,0.6487420797348022,2.2767622470855713,0.2421112358570099,0.4541074335575104,2.294605016708374,0.42444854974746704,0.6572301387786865,2.3414502143859863,0.2493399679660797,0.4492279589176178,2.35855770111084,0.44015610218048096,0.6169424653053284,2.4367802143096924,-0.08161139488220215,0.4823775887489319,2.459151268005371,0.09726832062005997,0.0
2,0.500472903251648,0.24299412965774536,-0.4571128487586975,0.5179618000984192,0.19467465579509735,-0.42738577723503113,0.532258152961731,0.19455760717391968,-0.4269821345806122,0.5456070303916931,0.1956677883863449,-0.426459938287735,0.4802780747413635,0.20257467031478882,-0.41764339804649353,0.4698995053768158,0.2073165327310562,-0.4171958863735199,0.4603552222251892,0.21245050430297852,-0.417352557182312,0.5640289783477783,0.22809743881225586,-0.2227451354265213,0.45183905959129333,0.25345325469970703,-0.17873868346214294,0.533412516117096,0.30459868907928467,-0.3855952322483063,0.48177430033683777,0.31403446197509766,-0.3736270070075989,0.6793115735054016,0.5616306662559509,-0.09635593742132187,0.37782567739486694,0.5841137766838074,-0.05263644456863403,0.7622839212417603,0.9839077591896057,-0.3686853051185608,0.30155929923057556,0.9575409889221191,-0.3526138961315155,0.7751418352127075,0.657709002494812,-0.8014481067657471,0.2672240138053894,0.7000213265419006,-0.9755651354789734,0.7867047786712646,0.5456990003585815,-0.8682380318641663,0.2384495884180069,0.6020539402961731,-1.0633363723754883,0.7770960927009583,0.5041564106941223,-0.8159253597259521,0.2673921585083008,0.560441792011261,-1.0312467813491821,0.7639596462249756,0.5421391129493713,-0.7936685681343079,0.28475746512413025,0.5934016108512878,-0.9849358201026917,0.652277410030365,1.2762309312820435,-0.011265887878835201,0.4435540437698364,1.2812858819961548,0.015604168176651001,0.6455411911010742,1.8244465589523315,-0.042278870940208435,0.4416791796684265,1.8446919918060303,0.14855815470218658,0.6476090550422668,2.3039841651916504,0.2536545693874359,0.4490671455860138,2.3210439682006836,0.4401703476905823,0.6565694808959961,2.3706891536712646,0.2623479664325714,0.44556495547294617,2.3855538368225098,0.4602632224559784,0.6150614023208618,2.4626083374023438,-0.07795793563127518,0.4755905270576477,2.488929271697998,0.11908816546201706,0.0
3,0.493495911359787,0.239567369222641,-0.4790479242801666,0.5112773180007935,0.191258504986763,-0.4478055238723755,0.5263510346412659,0.19132930040359497,-0.4473709762096405,0.5402400493621826,0.19293919205665588,-0.4468068480491638,0.474046915769577,0.19972656667232513,-0.43740731477737427,0.4635453522205353,0.20429418981075287,-0.4369928538799286,0.45367929339408875,0.20957404375076294,-0.4370969533920288,0.5603027939796448,0.2265489548444748,-0.23644672334194183,0.44432079792022705,0.25233474373817444,-0.19007036089897156,0.5270421504974365,0.3021847903728485,-0.4051930010318756,0.4754399061203003,0.3099195957183838,-0.3926442265510559,0.6764298677444458,0.5615816712379456,-0.11338062584400177,0.3704046905040741,0.5835642218589783,-0.05639183893799782,0.7629648447036743,0.9845597147941589,-0.3875507116317749,0.2974863648414612,0.9566994905471802,-0.3651902973651886,0.7732025384902954,0.6576440334320068,-0.817083477973938,0.25758206844329834,0.7047467231750488,-1.0187280178070068,0.7775808572769165,0.5400180220603943,-0.8838558793067932,0.22148102521896362,0.6101213097572327,-1.1104674339294434,0.7699533104896545,0.4993104040622711,-0.8311951160430908,0.25191882252693176,0.5687355399131775,-1.088241457939148,0.7561394572257996,0.5373837947845459,-0.8087919354438782,0.2699066698551178,0.6023538708686829,-1.0342364311218262,0.6522026658058167,1.2822856903076172,-0.011781556531786919,0.44330090284347534,1.2894974946975708,0.01621309109032154,0.6457746028900146,1.8266547918319702,-0.0430145189166069,0.442403644323349,1.850589632987976,0.15588825941085815,0.6503478288650513,2.3055832386016846,0.25596362352371216,0.44980427622795105,2.3220021724700928,0.45844966173171997,0.6602640151977539,2.3720741271972656,0.26501452922821045,0.44716671109199524,2.3855631351470947,0.4767010807991028,0.6173512935638428,2.4630818367004395,-0.07796154916286469,0.4763756990432739,2.487661600112915,0.12727996706962585,0.0
4,0.48992860317230225,0.23855087161064148,-0.4789251685142517,0.5068913102149963,0.18897996842861176,-0.4484471082687378,0.5218612551689148,0.18872661888599396,-0.4480539858341217,0.535724937915802,0.19014646112918854,-0.44751235842704773,0.4699922502040863,0.1981135904788971,-0.43707016110420227,0.4591920077800751,0.20279234647750854,-0.43661680817604065,0.4495566487312317,0.20826998353004456,-0.4367663562297821,0.556488573551178,0.22415593266487122,-0.23683014512062073,0.44011345505714417,0.2516339123249054,-0.18753378093242645,0.523535430431366,0.30144694447517395,-0.4050881266593933,0.4722638726234436,0.30911245942115784,-0.3911438286304474,0.6746472120285034,0.5614874362945557,-0.11475275456905365,0.3661178946495056,0.5818533301353455,-0.05162958428263664,0.7626667618751526,0.9881320595741272,-0.41317763924598694,0.2931409478187561,0.946689248085022,-0.3884527087211609,0.770639181137085,0.6581690907478333,-0.8320417404174805,0.2576819062232971,0.7115654945373535,-1.0923928022384644,0.7716121673583984,0.5398409962654114,-0.8984709978103638,0.22501426935195923,0.6116828918457031,-1.187831997871399,0.7651023268699646,0.4993419647216797,-0.839547336101532,0.2535533607006073,0.5693486928939819,-1.159877896308899,0.7512885928153992,0.5373753309249878,-0.8206568360328674,0.27180778980255127,0.6032946109771729,-1.1059224605560303,0.6441603302955627,1.2908848524093628,-0.020258326083421707,0.43507111072540283,1.2955601215362549,0.024801943451166153,0.6357755064964294,1.8400957584381104,-0.0723998174071312,0.4322160482406616,1.8605467081069946,0.16744059324264526,0.6342825293540955,2.326242446899414,0.22704830765724182,0.43553081154823303,2.3386311531066895,0.5091999769210815,0.6436662673950195,2.3923988342285156,0.23401573300361633,0.43178004026412964,2.4028306007385254,0.5307566523551941,0.5991973280906677,2.487060308456421,-0.12935848534107208,0.4619993567466736,2.5095107555389404,0.16444993019104004,0.0
5,0.4860435724258423,0.23846955597400665,-0.4870891869068146,0.5010728240013123,0.18754923343658447,-0.45579496026039124,0.5158482789993286,0.18660615384578705,-0.4554630517959595,0.5295435190200806,0.1875505894422531,-0.45497968792915344,0.4655745327472687,0.19796575605869293,-0.44499218463897705,0.45512646436691284,0.20279619097709656,-0.4446088969707489,0.44548046588897705,0.20841945707798004,-0.4447988271713257,0.5520745515823364,0.22097469866275787,-0.2410927414894104,0.4368653893470764,0.25213128328323364,-0.19157132506370544,0.5206488966941833,0.301128625869751,-0.4115586280822754,0.46986833214759827,0.308993935585022,-0.397889643907547,0.6745390295982361,0.5612798929214478,-0.11375337094068527,0.3674001395702362,0.5834886431694031,-0.056678466498851776,0.7658856511116028,0.9899628758430481,-0.4078929126262665,0.29365575313568115,0.9529262781143188,-0.39513835310935974,0.7706844210624695,0.6660715937614441,-0.8428287506103516,0.259039044380188,0.724839448928833,-1.0877565145492554,0.7701284885406494,0.546432614326477,-0.9111125469207764,0.23078374564647675,0.6257029175758362,-1.1820069551467896,0.7625654339790344,0.5062200427055359,-0.853704035282135,0.2567812502384186,0.5831335186958313,-1.1576226949691772,0.7501212358474731,0.5420853495597839,-0.8309892416000366,0.2737724184989929,0.617981493473053,-1.1007401943206787,0.6451597809791565,1.3015294075012207,-0.019668469205498695,0.4354338049888611,1.312687635421753,0.024104388430714607,0.639159619808197,1.8483206033706665,-0.036545123904943466,0.43369293212890625,1.8734978437423706,0.15773917734622955,0.6444252133369446,2.3350298404693604,0.2971293330192566,0.44469231367111206,2.3514842987060547,0.49779263138771057,0.6540843844413757,2.4016048908233643,0.3098877966403961,0.44198158383369446,2.415956497192383,0.5187188982963562,0.615425705909729,2.4919488430023193,-0.03580409660935402,0.4757392108440399,2.516477346420288,0.15302228927612305,0.0
6,0.48442724347114563,0.240687757730484,-0.4850107431411743,0.4993201792240143,0.1881483644247055,-0.45310619473457336,0.5142362713813782,0.18687760829925537,-0.4528294801712036,0.528041660785675,0.18764019012451172,-0.4523825943470001,0.4638456702232361,0.19948674738407135,-0.440243661403656,0.4534067213535309,0.20495684444904327,-0.43978098034858704,0.4438548684120178,0.21113719046115875,-0.4399504065513611,0.550811767578125,0.22108770906925201,-0.23395857214927673,0.4358665645122528,0.2546238601207733,-0.17724759876728058,0.5186671018600464,0.30215057730674744,-0.4074629843235016,0.46873897314071655,0.3104832172393799,-0.3909192383289337,0.6745819449424744,0.5640982389450073,-0.11064823716878891,0.36829790472984314,0.5871629118919373,-0.05376609042286873,0.7693397998809814,0.991599440574646,-0.4034251272678375,0.293710857629776,0.9528770446777344,-0.40559497475624084,0.7710071206092834,0.6679233312606812,-0.8207353353500366,0.2605724036693573,0.7227316498756409,-1.0971237421035767,0.7699498534202576,0.5483641624450684,-0.8882835507392883,0.23398497700691223,0.6243621110916138,-1.1939620971679688,0.760838508605957,0.5080417990684509,-0.827146589756012,0.2592940330505371,0.5810155868530273,-1.16720449924469,0.7488405108451843,0.5441269278526306,-0.8071317672729492,0.2755957543849945,0.6163299083709717,-1.1102043390274048,0.6455041170120239,1.3111040592193604,-0.01994086429476738,0.4366760551929474,1.322197437286377,0.024356616660952568,0.6398733258247375,1.8650386333465576,-0.0374135784804821,0.43538764119148254,1.8877694606781006,0.15759392082691193,0.6445066928863525,2.3583638668060303,0.28646907210350037,0.44504615664482117,2.371429681777954,0.4920322000980377,0.6541739702224731,2.425199270248413,0.2975504696369171,0.44225698709487915,2.4360673427581787,0.5121870636940002,0.615626335144043,2.5148658752441406,-0.046148981899023056,0.47595828771591187,2.5385353565216064,0.1436118632555008,0.0
7,0.48561057448387146,0.24308045208454132,-0.47083690762519836,0.5001991987228394,0.1894690841436386,-0.43722304701805115,0.5146994590759277,0.1879921555519104,-0.4369332194328308,0.5281705856323242,0.18845513463020325,-0.4365052580833435,0.4646703004837036,0.20140449702739716,-0.42567113041877747,0.4542119801044464,0.20752356946468353,-0.42522040009498596,0.4445754885673523,0.21439357101917267,-0.42546069622039795,0.5505165457725525,0.22226494550704956,-0.22213183343410492,0.43600645661354065,0.2583104968070984,-0.16891974210739136,0.519199013710022,0.3034469485282898,-0.39666566252708435,0.4694994390010834,0.31224873661994934,-0.38106483221054077,0.6746100783348083,0.5644242167472839,-0.10641860961914062,0.3689204454421997,0.5924432873725891,-0.05251764506101608,0.7735176682472229,0.9913595914840698,-0.40082135796546936,0.2854185104370117,0.9529146552085876,-0.4049501419067383,0.7709811925888062,0.6674811244010925,-0.8219764828681946,0.2611217498779297,0.7250622510910034,-1.089404582977295,0.7697634100914001,0.5474677085876465,-0.8898390531539917,0.23570124804973602,0.6230882406234741,-1.1825947761535645,0.7597597241401672,0.5076485276222229,-0.8294015526771545,0.26025882363319397,0.5814973711967468,-1.161207675933838,0.7474313378334045,0.5440813899040222,-0.8074412941932678,0.2759416699409485,0.6164644956588745,-1.1040403842926025,0.6465052366256714,1.3227081298828125,-0.019813984632492065,0.4373503029346466,1.3377296924591064,0.024176370352506638,0.6437547206878662,1.8765138387680054,-0.03878922015428543,0.43680813908576965,1.9019129276275635,0.15192456543445587,0.6526003479957581,2.3725171089172363,0.2782673239707947,0.4506419003009796,2.387815475463867,0.46556684374809265,0.6631938219070435,2.4390597343444824,0.28832536935806274,0.4479992687702179,2.4527361392974854,0.48320820927619934,0.624015212059021,2.529686450958252,-0.053341686725616455,0.48301681876182556,2.554060220718384,0.11862160265445709,0.0
8,0.48483753204345703,0.24749793112277985,-0.4468349516391754,0.5002097487449646,0.19293218851089478,-0.4141210615634918,0.5147516131401062,0.1912461221218109,-0.4138716161251068,0.5281597375869751,0.1914629191160202,-0.41341760754585266,0.4644795358181,0.2057105153799057,-0.40409713983535767,0.4541650712490082,0.21207615733146667,-0.40372225642204285,0.4444332420825958,0.2189662605524063,-0.4040758013725281,0.5504688024520874,0.22674492001533508,-0.20319049060344696,0.43613702058792114,0.26327764987945557,-0.15453998744487762,0.5181572437286377,0.30637145042419434,-0.3752867579460144,0.4683161675930023,0.3158603608608246,-0.36134448647499084,0.6743935942649841,0.5643869042396545,-0.08024265617132187,0.36906132102012634,0.596137523651123,-0.052780523896217346,0.7628916501998901,0.981523871421814,-0.3947047293186188,0.28644147515296936,0.9534880518913269,-0.42048928141593933,0.7707523107528687,0.6648842096328735,-0.8528446555137634,0.2600211501121521,0.7246789932250977,-1.1025426387786865,0.7696231603622437,0.545990526676178,-0.9282804131507874,0.23615950345993042,0.6227710247039795,-1.200194239616394,0.7602102160453796,0.5061153173446655,-0.875817060470581,0.26165518164634705,0.5800687074661255,-1.1700795888900757,0.7480743527412415,0.543234646320343,-0.8450992107391357,0.27711522579193115,0.6161156892776489,-1.1130497455596924,0.6466776132583618,1.316770315170288,-0.016115961596369743,0.44326162338256836,1.354316234588623,0.020304294303059578,0.6438041925430298,1.8689066171646118,-0.055590786039829254,0.43717461824417114,1.895065188407898,0.12933668494224548,0.6525552272796631,2.3728787899017334,0.22046415507793427,0.45099371671676636,2.3875200748443604,0.4123799502849579,0.6630666255950928,2.4390203952789307,0.22414064407348633,0.4480826258659363,2.4511654376983643,0.42715325951576233,0.6239477396011353,2.530977487564087,-0.1252059042453766,0.48487696051597595,2.5553102493286133,0.062390923500061035,0.0
9,0.4851326048374176,0.2553420960903168,-0.43797415494918823,0.5007224678993225,0.19934482872486115,-0.40573325753211975,0.5152087807655334,0.19750942289829254,-0.40547677874565125,0.5285216569900513,0.19783754646778107,-0.40503808856010437,0.4650154709815979,0.21245679259300232,-0.3968769907951355,0.4547017812728882,0.21823640167713165,-0.39644500613212585,0.4449039399623871,0.2241661250591278,-0.3967435956001282,0.5508726835250854,0.2315143644809723,-0.19483919441699982,0.4365914762020111,0.26804840564727783,-0.15057054162025452,0.5182359218597412,0.31194186210632324,-0.3662176728248596,0.4690156579017639,0.322873055934906,-0.3537848889827728,0.6734079122543335,0.5643529295921326,-0.07750461995601654,0.3693178594112396,0.5985363125801086,-0.04810567572712898,0.7629058361053467,0.9599306583404541,-0.39411211013793945,0.28674376010894775,0.9502546787261963,-0.4152471721172333,0.7719176411628723,0.6567075848579407,-0.8644028902053833,0.2563590407371521,0.7244217991828918,-1.0897239446640015,0.7698131203651428,0.5379855632781982,-0.9430564641952515,0.23540931940078735,0.6218785047531128,-1.1867766380310059,0.760437548160553,0.5000753998756409,-0.8941868543624878,0.2605067491531372,0.579285740852356,-1.1581858396530151,0.7490199208259583,0.5393749475479126,-0.8596882224082947,0.27505338191986084,0.6158916354179382,-1.1000715494155884,0.6474093794822693,1.313708782196045,-0.015992475673556328,0.4434368312358856,1.344606637954712,0.02018432505428791,0.646080732345581,1.8692735433578491,-0.05528172105550766,0.44293054938316345,1.8969959020614624,0.1288679987192154,0.653541624546051,2.377837896347046,0.221951425075531,0.4548898935317993,2.395205020904541,0.39523494243621826,0.6643656492233276,2.4437930583953857,0.22614982724189758,0.45128199458122253,2.458575963973999,0.4084744453430176,0.6240257024765015,2.5359930992126465,-0.1223946288228035,0.4886167347431183,2.564303159713745,0.041550327092409134,0.0
