,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,Label
0,0.45927566289901733,0.6843045949935913,-0.18320389091968536,0.4718644320964813,0.6873404383659363,-0.18913693726062775,0.47259339690208435,0.6858543157577515,-0.18912674486637115,0.4894719123840332,0.676848292350769,-0.1892651915550232,0.4727116823196411,0.6861954927444458,-0.22634758055210114,0.47404780983924866,0.6814386248588562,-0.22636951506137848,0.47538718581199646,0.6767194867134094,-0.2264517843723297,0.4845793545246124,0.6476032733917236,-0.1590547412633896,0.48696839809417725,0.637779712677002,-0.33409902453422546,0.47492700815200806,0.6573869585990906,-0.1587236523628235,0.4745214283466339,0.6497440934181213,-0.21044950187206268,0.48030295968055725,0.5464928150177002,-0.06794000416994095,0.4945361018180847,0.5348538160324097,-0.34743115305900574,0.41680389642715454,0.6774582266807556,-0.008077220059931278,0.5447553396224976,0.7371683716773987,-0.3867126405239105,0.36270686984062195,0.820533812046051,-0.07108906656503677,0.6190534234046936,0.9344431161880493,-0.3342757523059845,0.35513147711753845,0.8492023348808289,-0.07105132192373276,0.6402345299720764,0.9416174292564392,-0.3693353235721588,0.3566475212574005,0.8457776308059692,-0.10799656063318253,0.6571314334869385,0.9409928917884827,-0.33372101187705994,0.3572780191898346,0.8366431593894958,-0.08660874515771866,0.6362511515617371,0.925193727016449,-0.31891587376594543,0.4153539538383484,0.5475311875343323,0.0755862295627594,0.4071495234966278,0.5219281911849976,-0.07567260414361954,0.40337127447128296,0.6141371130943298,-0.020051483064889908,0.3797721266746521,0.36834633350372314,-0.1184200569987297,0.4071149528026581,0.8343176245689392,-0.006648228038102388,0.37332454323768616,0.705879271030426,-0.019060051068663597,0.39957195520401,0.8636143207550049,-0.0004643052234314382,0.3854639232158661,0.743617832660675,-0.004729686304926872,0.43616586923599243,0.9330484867095947,-0.029725443571805954,0.3618524670600891,0.8367513418197632,-0.02613726630806923,2.0
1,0.42591699957847595,0.6505243182182312,-0.21268142759799957,0.4310053586959839,0.6497185230255127,-0.22813765704631805,0.4318278133869171,0.6459701657295227,-0.22816137969493866,0.43293464183807373,0.6412623524665833,-0.22827814519405365,0.4308846890926361,0.6543526649475098,-0.25683215260505676,0.43182048201560974,0.6525006294250488,-0.256817489862442,0.4327560365200043,0.650669276714325,-0.25676071643829346,0.4452942907810211,0.6069219708442688,-0.20182670652866364,0.4445343017578125,0.616303026676178,-0.3365151584148407,0.42993128299713135,0.6247141361236572,-0.1857558637857437,0.43122923374176025,0.6289253234863281,-0.22605639696121216,0.4668932259082794,0.5284056663513184,-0.09731266647577286,0.46207180619239807,0.5315895080566406,-0.3167211711406708,0.4985729455947876,0.6774733662605286,-0.057534899562597275,0.5373207330703735,0.7453847527503967,-0.33113041520118713,0.5179398655891418,0.826192319393158,-0.09457443654537201,0.6226367354393005,0.9380419254302979,-0.3010749816894531,0.5573378801345825,0.8474985361099243,-0.0918966680765152,0.651785135269165,0.9468330144882202,-0.3456452190876007,0.5644194483757019,0.8476718664169312,-0.12860718369483948,0.6576049327850342,0.9428735971450806,-0.31106388568878174,0.5286329984664917,0.8392907977104187,-0.10911936312913895,0.6450140476226807,0.931210994720459,-0.28635844588279724,0.3908882439136505,0.5159576535224915,0.061769213527441025,0.39562511444091797,0.4907786548137665,-0.061480507254600525,0.2728946805000305,0.5636469721794128,-0.0027087084017693996,0.39483997225761414,0.3451284170150757,-0.17125003039836884,0.23704975843429565,0.8280677795410156,0.07639528810977936,0.4250830113887787,0.7295451164245605,-0.07288574427366257,0.22391797602176666,0.7925320863723755,0.09050644189119339,0.42765602469444275,0.7738890051841736,-0.0548897460103035,0.265117883682251,0.8821150064468384,0.05145983397960663,0.45640119910240173,0.8459686636924744,-0.08049950748682022,2.0
2,0.4482378661632538,0.6696141958236694,0.029530832543969154,0.45934247970581055,0.673043966293335,0.031722553074359894,0.46004948019981384,0.6691333055496216,0.03170967847108841,0.4606666564941406,0.6651467084884644,0.0315646193921566,0.4610063433647156,0.6751502752304077,-0.009900426492094994,0.46320027112960815,0.6718552112579346,-0.009868398308753967,0.4654202461242676,0.6686351895332336,-0.00986394938081503,0.4753116965293884,0.626578152179718,0.062144603580236435,0.48138901591300964,0.6275649070739746,-0.12997087836265564,0.44893553853034973,0.6387451887130737,0.05265997350215912,0.45201051235198975,0.6419092416763306,-0.004303154535591602,0.4658849537372589,0.5307018756866455,0.08203192055225372,0.4934435188770294,0.5296525359153748,-0.17977233231067657,0.45551398396492004,0.6774699091911316,0.15409286320209503,0.5402872562408447,0.7495530843734741,-0.23214207589626312,0.4582345187664032,0.8256563544273376,0.12679985165596008,0.6167961955070496,0.9403707385063171,-0.17665813863277435,0.4745853841304779,0.8467154502868652,0.13957497477531433,0.6482504606246948,0.9482820630073547,-0.20825637876987457,0.4753907322883606,0.848293662071228,0.10712184011936188,0.6543360948562622,0.9435230493545532,-0.15959128737449646,0.4685187339782715,0.8418112397193909,0.11282016336917877,0.6405581831932068,0.9345363974571228,-0.15649642050266266,0.34297165274620056,0.5085552334785461,0.08467172831296921,0.3730759024620056,0.48088154196739197,-0.08448852598667145,0.2717738449573517,0.6042203903198242,0.06569208204746246,0.4329628646373749,0.36859118938446045,-0.11865373700857162,0.2022576630115509,0.8326466083526611,0.28132861852645874,0.46872571110725403,0.7396645545959473,0.015387503430247307,0.21016450226306915,0.8165969848632812,0.30680930614471436,0.4696912169456482,0.7814301252365112,0.035230934619903564,0.2590543329715729,0.8830550312995911,0.29939526319503784,0.5102487802505493,0.8273881077766418,0.030026955530047417,2.0
3,0.4396902322769165,0.6667835116386414,-0.14155213534832,0.4506981074810028,0.6698865294456482,-0.15191498398780823,0.45253464579582214,0.6671065092086792,-0.1519421488046646,0.4542803168296814,0.6643885374069214,-0.15212540328502655,0.4490768611431122,0.6702185869216919,-0.1828465759754181,0.4500587582588196,0.6671814918518066,-0.1827785074710846,0.4510628879070282,0.6642002463340759,-0.18275325000286102,0.4698987603187561,0.6312642693519592,-0.1272100806236267,0.465398907661438,0.6275572180747986,-0.2709158957004547,0.44209587574005127,0.6401742696762085,-0.11929596215486526,0.4419441521167755,0.6429910659790039,-0.16175861656665802,0.4829525649547577,0.5499238967895508,-0.06654587388038635,0.4676680862903595,0.5298692584037781,-0.2618715763092041,0.5220385789871216,0.7023481726646423,-0.03842597454786301,0.5377951860427856,0.752853274345398,-0.3052154779434204,0.5130093693733215,0.8517873287200928,-0.08976683765649796,0.6161516904830933,0.9405848383903503,-0.2801099121570587,0.5089402198791504,0.8622500896453857,-0.09781957417726517,0.6469966173171997,0.9484177231788635,-0.3145240545272827,0.5299928188323975,0.8633320927619934,-0.12526780366897583,0.6508676409721375,0.9437347054481506,-0.28517597913742065,0.5366630554199219,0.8756618499755859,-0.1032876968383789,0.6388596892356873,0.936018705368042,-0.26947298645973206,0.3526190519332886,0.5148088335990906,0.056702788919210434,0.3515256643295288,0.48353222012519836,-0.05677904561161995,0.29525768756866455,0.5755330920219421,-0.02161412499845028,0.34406349062919617,0.2477717399597168,-0.16298313438892365,0.20367874205112457,0.8262409567832947,0.06055750325322151,0.315154105424881,0.5606205463409424,-0.09071502834558487,0.23234961926937103,0.7934800982475281,0.07624276727437973,0.34346526861190796,0.6251052618026733,-0.0764041393995285,0.25582176446914673,0.8815958499908447,0.06733643263578415,0.3105911910533905,0.6954150199890137,-0.04953794926404953,2.0
4,0.472022145986557,0.6962966322898865,-0.010698753409087658,0.48588576912879944,0.7038668394088745,-0.01222989521920681,0.4869672954082489,0.7022543549537659,-0.012304592877626419,0.4876931607723236,0.699599027633667,-0.012457625940442085,0.4864099323749542,0.7018953561782837,-0.0518830269575119,0.4874807894229889,0.6989147663116455,-0.05188785120844841,0.48805874586105347,0.6948198676109314,-0.051929522305727005,0.49001389741897583,0.6442221403121948,0.0134058129042387,0.4891252815723419,0.6413015127182007,-0.16760553419589996,0.4572829306125641,0.6501123309135437,0.010965285822749138,0.4579562544822693,0.6537224650382996,-0.04271521419286728,0.49252232909202576,0.547573447227478,0.009291415102779865,0.4952388405799866,0.5406140089035034,-0.22862933576107025,0.5363827347755432,0.7166457176208496,0.06351839005947113,0.5467908382415771,0.7739927768707275,-0.3007475733757019,0.5458813309669495,0.8638871312141418,-0.019067853689193726,0.6194124221801758,0.9423741102218628,-0.29112425446510315,0.5509099364280701,0.8638191223144531,-0.024956872686743736,0.649664044380188,0.9524433016777039,-0.34068363904953003,0.5435318350791931,0.8663342595100403,-0.05993443354964256,0.6532324552536011,0.9457999467849731,-0.2963690161705017,0.5579637885093689,0.8736229538917542,-0.03690677136182785,0.6434242129325867,0.9395119547843933,-0.27553537487983704,0.33661654591560364,0.4932219386100769,0.08063536137342453,0.355112761259079,0.4808340072631836,-0.08034027367830276,0.24536670744419098,0.5934880375862122,0.11876019835472107,0.3314204812049866,0.3882504403591156,-0.15659476816654205,0.1866082102060318,0.8310626745223999,0.23731085658073425,0.3067465126514435,0.629156768321991,-0.032485175877809525,0.17648427188396454,0.8481833934783936,0.25189921259880066,0.311321884393692,0.6529821753501892,-0.01988379843533039,0.23576542735099792,0.8799415230751038,0.2037457525730133,0.32176175713539124,0.7812254428863525,-0.059547703713178635,2.0
5,0.46287527680397034,0.6760411858558655,0.060217175632715225,0.475736528635025,0.6797464489936829,0.07071733474731445,0.47625869512557983,0.6779018044471741,0.07065390050411224,0.47593069076538086,0.6744716763496399,0.07054314762353897,0.4534951448440552,0.6720014214515686,0.029800686985254288,0.4549199640750885,0.6689981818199158,0.02979031205177307,0.45634424686431885,0.665780246257782,0.029741141945123672,0.4728008210659027,0.6194435954093933,0.11383935064077377,0.47019946575164795,0.6226593255996704,-0.07264543324708939,0.44360145926475525,0.6377124786376953,0.0826551541686058,0.4431958496570587,0.6416353583335876,0.027570677921175957,0.46848079562187195,0.5412940382957458,0.15472684800624847,0.475228875875473,0.5383009314537048,-0.15173040330410004,0.5235649347305298,0.7120952010154724,0.14982864260673523,0.54393070936203,0.7671452164649963,-0.2513091266155243,0.5639612674713135,0.8592124581336975,-0.001118581392802298,0.6165555119514465,0.9422352910041809,-0.23387572169303894,0.5807300209999084,0.860614001750946,0.002886262722313404,0.6482990384101868,0.9528526067733765,-0.2764510214328766,0.5785523056983948,0.8652000427246094,-0.03320769965648651,0.6510740518569946,0.9461578726768494,-0.2266528457403183,0.5767740607261658,0.8707722425460815,-0.0164298377931118,0.6393963694572449,0.9403396844863892,-0.21534250676631927,0.3074551820755005,0.4624330997467041,0.09547484666109085,0.33562296628952026,0.44952529668807983,-0.09554484486579895,0.23440901935100555,0.605333149433136,0.1254318803548813,0.4335232973098755,0.47732898592948914,-0.03911450877785683,0.1899178922176361,0.8433563113212585,0.23673777282238007,0.5213736295700073,0.7496635317802429,0.08732875436544418,0.18078379333019257,0.8763538599014282,0.24820750951766968,0.5186580419540405,0.7871918678283691,0.09947136789560318,0.2402571588754654,0.887320876121521,0.1967639923095703,0.5765016078948975,0.7890579700469971,0.05669517442584038,2.0
6,0.4433872103691101,0.6620053052902222,0.07158470153808594,0.45650944113731384,0.6627357602119446,0.08360565453767776,0.45833620429039,0.6597846150398254,0.08351130783557892,0.46005046367645264,0.6559661030769348,0.08335458487272263,0.45479869842529297,0.6597872972488403,0.040400099009275436,0.45667368173599243,0.6566610336303711,0.04038674011826515,0.45855480432510376,0.6535335183143616,0.04033224657177925,0.4757906496524811,0.6119798421859741,0.13154654204845428,0.4754240810871124,0.6132457256317139,-0.06413671374320984,0.44498711824417114,0.6298649907112122,0.09655118733644485,0.44537609815597534,0.6329566240310669,0.03872277960181236,0.46841898560523987,0.5369850397109985,0.17898987233638763,0.47997936606407166,0.5273519158363342,-0.1377413123846054,0.5173870921134949,0.697692334651947,0.18953238427639008,0.5374410152435303,0.7633427977561951,-0.23329190909862518,0.5664253830909729,0.8492327928543091,0.056007131934165955,0.6114698052406311,0.9389772415161133,-0.1974734216928482,0.5925200581550598,0.8592239022254944,0.055520351976156235,0.6436477899551392,0.9520774483680725,-0.23485754430294037,0.5925526022911072,0.8646994829177856,0.019352616742253304,0.6474565267562866,0.9461394548416138,-0.18426471948623657,0.5847924947738647,0.8683094382286072,0.0384601354598999,0.637772798538208,0.9403430819511414,-0.17786805331707,0.3070714771747589,0.4300070106983185,0.10132672637701035,0.33443906903266907,0.42676374316215515,-0.10154608637094498,0.24066074192523956,0.6543881893157959,0.17445015907287598,0.426358699798584,0.5671167373657227,0.02264351025223732,0.18951235711574554,0.8435816168785095,0.32673895359039307,0.5078529715538025,0.8019803166389465,0.1600784957408905,0.1795838326215744,0.8804655075073242,0.34203216433525085,0.508068323135376,0.8538256883621216,0.17212584614753723,0.24514438211917877,0.8875784873962402,0.2874336540699005,0.5711127519607544,0.8052155375480652,0.12534618377685547,2.0
7,0.4668242037296295,0.6884723901748657,0.03921585902571678,0.4830745756626129,0.7092479467391968,0.05269225686788559,0.4842272102832794,0.7076900601387024,0.05263208970427513,0.48498210310935974,0.7047221064567566,0.05252635478973389,0.48268476128578186,0.7056410908699036,0.0091970544308424,0.48354876041412354,0.702227771282196,0.009170770645141602,0.483968585729599,0.6977167725563049,0.009168106131255627,0.48310014605522156,0.6356314420700073,0.10682143270969391,0.48410269618034363,0.6375597715377808,-0.09172412008047104,0.4513601064682007,0.6481797695159912,0.06628219038248062,0.4520817995071411,0.6507437229156494,0.007922903634607792,0.4724372625350952,0.5372494459152222,0.16350457072257996,0.478873610496521,0.5443697571754456,-0.15413852035999298,0.516238808631897,0.6965230107307434,0.17906461656093597,0.5388672947883606,0.7715499401092529,-0.24832601845264435,0.5707522034645081,0.8483883142471313,0.05105125159025192,0.611060380935669,0.9353910088539124,-0.21425141394138336,0.5978711247444153,0.8579174280166626,0.049689795821905136,0.6404328942298889,0.9489123225212097,-0.2529851794242859,0.5983583331108093,0.864318311214447,0.011133491061627865,0.6435660719871521,0.9428908228874207,-0.20605382323265076,0.587467610836029,0.8668774366378784,0.031754299998283386,0.6349408030509949,0.9388936161994934,-0.1961398869752884,0.3008228838443756,0.4377995729446411,0.10284619778394699,0.32206764817237854,0.44290030002593994,-0.10313498228788376,0.24562601745128632,0.6104603409767151,0.22657005488872528,0.424705445766449,0.5836459398269653,0.009866639040410519,0.19150811433792114,0.8422617316246033,0.4281418025493622,0.497477263212204,0.8188427686691284,0.12949636578559875,0.18149252235889435,0.8743749260902405,0.44695156812667847,0.4940757155418396,0.8748416900634766,0.137436643242836,0.2522941529750824,0.885399580001831,0.4018220603466034,0.5686064958572388,0.8098664283752441,0.082158163189888,2.0
8,0.482280433177948,0.7163004279136658,-0.04286455735564232,0.4943069517612457,0.7286502718925476,-0.03380687162280083,0.49556609988212585,0.7270606160163879,-0.03389992192387581,0.49689528346061707,0.7250562310218811,-0.033977825194597244,0.49471530318260193,0.7274555563926697,-0.07580919563770294,0.4960724711418152,0.7254173159599304,-0.07580871880054474,0.4974197745323181,0.7231506109237671,-0.07576091587543488,0.5051274299621582,0.6886235475540161,0.018326546996831894,0.5048510432243347,0.691144585609436,-0.17387089133262634,0.4753437042236328,0.6857677102088928,-0.01553812250494957,0.47581231594085693,0.6854227185249329,-0.07212739437818527,0.4909057915210724,0.5534090995788574,0.0864160880446434,0.49348029494285583,0.5755001306533813,-0.2288791537284851,0.527112603187561,0.7001213431358337,0.12614984810352325,0.5465170741081238,0.785506546497345,-0.3434934914112091,0.570367693901062,0.8483250737190247,-0.027427470311522484,0.6156759858131409,0.9398820400238037,-0.3396259844303131,0.5961803793907166,0.8580585718154907,-0.03742985054850578,0.6437598466873169,0.9607365131378174,-0.3964129090309143,0.595014750957489,0.8645622730255127,-0.07956339418888092,0.6479594111442566,0.9483274221420288,-0.36501339077949524,0.5852394104003906,0.8667246699333191,-0.04931192472577095,0.6381096243858337,0.9420841336250305,-0.3300527036190033,0.32450661063194275,0.4396969974040985,0.10362453758716583,0.3186972737312317,0.4430529773235321,-0.10375966131687164,0.32599130272865295,0.6270876526832581,0.24954965710639954,0.25654616951942444,0.5886927843093872,-0.01714811474084854,0.3440054953098297,0.8384679555892944,0.4357519745826721,0.20010127127170563,0.852667510509491,0.09119721502065659,0.33665698766708374,0.8652452230453491,0.45176273584365845,0.18367737531661987,0.8907910585403442,0.09723414480686188,0.39229026436805725,0.8704380989074707,0.40614259243011475,0.25853103399276733,0.8840712904930115,0.03093559294939041,2.0
9,0.4796997308731079,0.7180453538894653,-0.07778539508581161,0.4926026463508606,0.7338624000549316,-0.07466872781515121,0.4940869212150574,0.7324771881103516,-0.0747770443558693,0.4957077205181122,0.7302916646003723,-0.07486601918935776,0.4928928017616272,0.7317605018615723,-0.11514011770486832,0.49435651302337646,0.7297559976577759,-0.11509925872087479,0.4958677887916565,0.7275435924530029,-0.1150209829211235,0.5012642741203308,0.6749393939971924,-0.03287956118583679,0.5042586922645569,0.6954214572906494,-0.21891233325004578,0.47446542978286743,0.6850506067276001,-0.052862752228975296,0.47411423921585083,0.6847167015075684,-0.10758248716592789,0.49738696217536926,0.5599494576454163,0.04098458215594292,0.4952036440372467,0.5808030962944031,-0.27079859375953674,0.5348615050315857,0.7007737159729004,0.09538355469703674,0.549095094203949,0.7913035750389099,-0.38346153497695923,0.5808632373809814,0.8500704765319824,-0.05457474663853645,0.6181665658950806,0.9395849108695984,-0.3757840096950531,0.5979946255683899,0.8579751253128052,-0.07042498141527176,0.6461408734321594,0.9606615900993347,-0.43298712372779846,0.5961582660675049,0.8643357753753662,-0.1103162094950676,0.6506117582321167,0.9481224417686462,-0.40840139985084534,0.5888734459877014,0.8664475679397583,-0.07620744407176971,0.6408012509346008,0.9419286251068115,-0.3689945638179779,0.33430832624435425,0.42620548605918884,0.10670332610607147,0.3163718283176422,0.42177337408065796,-0.10662899166345596,0.3547893464565277,0.6271795630455017,0.23179952800273895,0.2434934675693512,0.5878565311431885,-0.031719040125608444,0.38198670744895935,0.8389519453048706,0.4031378924846649,0.187330961227417,0.854055643081665,0.07437160611152649,0.3753126263618469,0.8661319017410278,0.41596776247024536,0.17049643397331238,0.8918616771697998,0.07986385375261307,0.42962872982025146,0.8714067339897156,0.36608853936195374,0.24273085594177246,0.8998280167579651,0.012622135691344738,2.0
